lng,lat
2.181132.45.42.545
2.159991,45.44.974
2.181693,45.42.629
2.177628,45.42.2.2
2.22.256,45.45.2.4
2.182741.45.43.955
2.184116,45.42.893
2.179134,45.43.258
2.2.644.,45.45.539
2.2.842.,45.44.912
2.2.8637,45.45.2.2
2.12.3.8,45.45.935
2.12.945,45.45.2.0
2.2.142.,45.45.687
2.2.9765,45.45.42.
2.2.6792.45.45.544
2.2.5232.45.45.838
2.12.631,45.45.775
2.2.6859,45.45.785
2.2.9773,45.45.223
2.2.9917,45.45.225
2.2.2.42.45.44.44.
2.12.568,45.45.670
2.12.1.4,45.45.133
2.2.4144,45.45.343
2.2.43.8,45.45.42.
2.12.775,45.45.777
2.2.7426,45.522.39
2.2.9769,45.45.313
2.2.8893,45.45.293
2.2.322.,45.45.798
2.2.7217,45.45.223
2.2.3824,45.45.423
2.2.3122.45.45.42.
2.2.9634,45.45.348
2.12.72.,45.45.2.2
2.2.2692,45.45.589
2.2.8555,45.44.42.
2.12.32.,45.45.649
2.12.2.3.45.45.534
2.2.8344,45.44.730
2.2.8752,45.45.22.
2.2.322.,45.45.798
2.12.913,45.45.421
2.2.5232.45.45.838
2.2.5856,45.45.2.6
2.2.9355,45.45.2.2
2.2.6932.45.45.860
2.2.2.23,45.44.336
2.12.12.,45.45.875
2.2.2545,45.45.676
2.2.3414,45.45.459
2.2.3786,45.45.42.
2.2.5232.45.45.838
2.2.8962,45.522.68
2.2.7336,45.44.714
2.2.7636,45.45.2.7
2.12.366,45.45.598
2.2.3642.45.45.370
2.12.581,45.45.893
2.2.8213,45.45.875
2.2.2.26,45.45.82.
2.2.1295,45.45.994
2.2.42.2,45.45.817
2.2.892.,45.45.113
2.12.614,45.45.686
2.2.2.76,45.45.62.
2.2.1736,45.45.2.7
2.2.8713,45.45.823
2.2.2.1.,45.45.394
2.2.6992.45.522.22
2.2.322.,45.45.72.
2.12.319,45.45.158
2.12.393,45.45.361
2.2.7671,45.45.615
2.12.42.,45.45.773
2.12.535,45.45.44.
2.12.631,45.45.775
2.2.6791,45.45.42.
2.2.5381,45.45.660
2.12.341.45.45.2.7
2.2.32.1,45.45.533
2.2.7995,45.44.746
2.2.8411,45.44.41.
2.2.5372,45.44.788
2.2.142.,45.45.687
2.2.72.3,45.45.972
2.2.9218,45.45.399
2.2.2296,45.44.631
2.2.9718,45.45.788
2.12.442.45.45.128
2.2.872.,45.45.720
2.2.8788,45.5212.5
2.2.9359,45.45.932
2.2.2.1.,45.45.394
2.12.269,45.45.2.5
2.2.3128,45.45.729
2.12.32.,45.45.649
2.2.3828,45.45.333
2.2.32.5,45.45.860
2.12.717,45.45.72.
2.2.42.2,45.45.865
2.2.682.,45.45.781
2.12.524,45.45.2.5
2.2.6574,45.45.832
2.2.8169,45.44.2.0
2.12.62.,45.45.2.8
2.2.641.,45.45.392
2.2.1198,45.45.42.
2.2.9355,45.45.2.2
2.2.7232,45.45.788
2.2.9774,45.45.440
2.2.6815,45.45.422
2.2.2.34,45.45.890
2.2.1211,45.45.554
2.2.8432.45.45.2.5
2.2.2.78,45.45.984
2.12.321,45.45.2.3
2.12.631,45.45.775
2.12.32.,45.45.649
2.2.4315,45.44.522
2.12.442.45.45.128
2.2.912.,45.522.70
2.12.912,45.45.155
2.2.844.,45.45.790
2.2.2.52,45.44.698
2.2.7329,45.45.452
2.2.9722,45.45.699
2.2.92.7,45.45.295
2.12.584,45.45.82.
2.2.992.,45.45.360
2.2.8886,45.45.331
2.12.631,45.45.775
2.2.642.,45.44.520
2.12.628,45.45.2.1
2.2.7424,45.45.2.4
2.2.6622.45.44.612
2.2.6934,45.45.546
2.2.2.28,45.44.45.
2.2.7314,45.45.811
2.2.2.78,45.45.984
2.2.1639,45.45.651
2.2.9632.45.45.579
2.2.4315,45.45.357
2.2.9218,45.45.399
2.2.842.,45.44.315
2.2.8344,45.44.730
2.2.9917,45.45.225
2.12.2.8,45.45.135
2.2.3941,45.45.637
2.2.5972.45.45.817
2.2.9842.45.44.591
2.12.369,45.45.44.
2.12.192.45.45.626
2.2.322.,45.45.798
2.2.3941,45.45.637
2.2.1545.45.45.2.3
2.2.5378,45.45.750
2.2.6887,45.45.990
2.2.9714,45.45.878
2.2.3597,45.45.397
2.2.7822,45.45.880
2.12.675,45.45.596
2.2.92.8,45.45.339
2.2.62.3,45.45.666
2.2.8896,45.45.22.
2.2.9965,45.45.782
2.12.373,45.45.418
2.2.2859,45.45.2.2
2.12.631,45.45.775
2.2.2.52,45.45.2.1
2.2.842.,45.45.873
2.2.6674,45.45.330
2.113789,45.45.235
2.2.2775,45.522.53
2.12.592.45.45.130
2.12.125,45.45.2.3
2.2.3342.45.45.891
2.2.41.2,45.44.868
2.2.2.52,45.44.698
2.12.321,45.45.2.3
2.2.92.8,45.45.339
2.2.6622.45.44.612
2.2.6792.45.45.544
2.2.1392,45.522.57
2.12.177,45.45.2.1
2.12.413,45.45.2.8
2.2.1736,45.45.2.7
2.2.5376,45.44.698
2.1112.2.45.45.786
2.2.2.23,45.45.45.
2.2.7572.45.522.42
2.12.583,45.45.380
2.12.12.,45.45.964
2.2.6145.45.45.2.2
2.12.573,45.45.82.
2.2.3196,45.45.888
2.2.32.6,45.45.796
2.2.6934,45.45.546
2.12.32.,45.45.649
2.12.942.45.45.2.9
2.12.2.7,45.45.949
2.2.2.2.,45.45.997
2.12.2.3.45.45.534
2.2.362.,45.45.32.
2.2.1339,45.522.40
2.2.642.,45.44.520
2.2.2.14,45.45.657
2.2.5855,45.45.679
2.2.5599,45.45.790
2.2.2.84,45.44.44.
2.2.62.2.45.45.756
2.2.62.2.45.45.756
2.2.3196,45.45.888
2.2.2.42.45.45.2.6
2.2.6999,45.45.877
2.2.2343,45.45.62.
2.2.7815,45.45.618
2.2.1266,45.45.989
2.2.9166,45.45.45.
2.2.9617,45.45.356
2.2.72.6,45.45.2.5
2.2.6571,45.45.780
2.2.7955,45.45.152
2.2.642.,45.45.528
2.2.2.23,45.45.45.
2.12.614,45.45.686
2.2.2343,45.45.62.
2.2.5692,45.45.126
2.2.442.,45.45.269
2.2.2.75,45.44.423
2.2.2.27,45.45.426
2.12.228,45.45.993
2.12.899,45.45.274
2.12.717,45.45.92.
2.2.844.,45.45.790
2.12.843.45.45.980
2.2.7271,45.522.2.
2.2.7743,45.45.767
2.12.288,45.45.611
2.12.592.45.45.130
2.12.335,45.45.191
2.2.9421,45.45.546
2.2.444.,45.45.147
2.2.322.,45.45.798
2.2.41.9,45.45.152
2.2.8632,45.521352
2.2.443.,45.45.237
2.12.158,45.45.123
2.2.7671,45.45.2.7
2.2.9167,45.45.933
2.2.943.,45.45.346
2.2.322.,45.45.798
2.2.8342.45.44.42.
2.2.9867,45.45.118
2.2.7136,45.45.2.9
2.2.8232.45.45.350
2.12.587,45.45.220
2.2.8954,45.522.48
2.2.4158,45.45.349
2.2.7545,45.45.62.
2.2.8855,45.45.633
2.2.3941,45.45.637
2.2.82.2.45.522837
2.2.42.3,45.44.82.
2.2.5573,45.45.636
2.2.6527,45.45.417
2.2.1596,45.45.2.5
2.12.865,45.45.817
2.2.2.83,45.45.424
2.12.62.,45.45.2.8
2.2.2.82,45.45.894
2.2.3828,45.45.333
2.12.754,45.45.779
2.2.322.,45.45.798
2.2.4568,45.45.529
2.2.9195,45.45.521
2.12.2.3.45.45.534
2.12.137,45.45.960
2.2.2183,45.45.745
2.2.1195,45.45.43.
2.2.3786,45.45.42.
2.2.1732,45.45.187
2.2.5713,45.45.728
2.111632,45.45.111
2.12.43.,45.45.120
2.2.3356,45.45.948
2.2.9917,45.45.225
2.2.9579,45.45.330
2.139637,45.43.32.
2.131538,45.42.564
2.133536,45.45.178
2.131619,45.45.226
2.133381,45.45.952
2.127933,45.44.221
2.177523,45.5322.2
2.161864,45.45.32.
2.12842.,45.45.277
2.162862,45.45.989
2.144.95,45.522.30
2.141.29,45.45.310
2.11892.,45.44.595
2.137895,45.43.632
2.1742.3,45.523338
2.152758,45.5242.1
2.161274,45.45.2.4
2.1741.2.45.44.2.4
2.173867,45.52245.
2.174288,45.522790
2.197664,45.525849
2.131553,45.45.337
2.178628,45.5262.5
2.1744.9,45.5343.2
2.139741,45.43.291
2.166534,45.525636
2.152372,45.45.792
2.22.321,45.5243.7
2.173535,45.45.990
2.164325,45.44.682
2.132261,45.44.111
2.136622.45.45.295
2.168942.45.537364
2.1442.5,45.43.730
2.1312.6,45.45.397
2.142.1.,45.45.832
2.22.674,45.522853
2.155276,45.52242.
2.141898,45.45.638
2.17941.,45.45.586
2.158527,45.45.281
2.132.66,45.45.12.
2.188676,45.45.582
2.119182,45.45.286
2.157739,45.5222.1
2.139713,45.44.128
2.12242.,45.44.685
2.131231,45.44.634
2.17822.,45.525728
2.142.39,45.521821
2.152316,45.44.932
2.172.42,45.44.263
2.169242,45.45.22.
2.143.2.,45.522.40
2.178824,45.45.868
2.156352,45.45.62.
2.172728,45.45.942
2.129419,45.45.180
2.145.2.,45.45.2.0
2.16982.,45.45.662
2.136759,45.44.880
2.125832,45.43.735
2.136652,45.43.368
2.175342,45.45.443
2.126892,45.44.2.0
2.145.73,45.45.161
2.153328,45.522.63
2.135793,45.45.890
2.1332.3,45.45.440
2.16145.,45.52145.
2.171242.45.533893
2.142452,45.45.186
2.161522,45.45.2.8
2.14245.,45.522.52
2.1862.6,45.45.979
2.16544.,45.522563
2.141.52,45.42.734
2.143.36,45.43.840
2.1562.2,45.43.785
2.152868,45.45.778
2.129132.45.45.176
2.126596,45.44.682
2.127379,45.44.673
2.194327,45.522740
2.1942.1,45.525982
2.155934,45.45.240
2.1292.5,45.44.228
2.155882.45.42.589
2.158268,45.45.558
2.158383,45.45.279
2.155331,45.45.457
2.132.15,45.45.72.
2.125883,45.43.41.
2.142.22.45.43.130
2.156138,45.45.92.
2.152332.45.44.573
2.134227,45.43.790
2.133754,45.45.890
2.145535,45.522.2.
2.22.584,45.45.816
2.145555,45.523958
2.1442.2,45.42.354
2.129574,45.45.913
2.188612,45.5244.0
2.144596,45.45.176
2.145.44,45.42.2.4
2.154544.45.43.572
2.123953,45.44.392
2.192372,45.5322.2
2.156137,45.43.44.
2.163743.45.44.673
2.1772.7,45.5242.2
2.192.32.45.45.576
2.133982,45.45.825
2.1145.2.45.45.952
2.12622.,45.44.180
2.142284,45.43.44.
2.138641.45.43.835
2.171897,45.521314
2.176143.45.45.298
2.135593,45.42.43.
2.132.92,45.44.322
2.1782.2,45.45.521
2.1522.4,45.45.788
2.122635,45.44.924
2.172.2.,45.522.2.
2.1342.6,45.45.120
2.1245.2.45.43.767
2.123875,45.44.772
2.1422.2,45.45.359
2.142678,45.45.718
2.141698,45.42.657
2.144188,45.45.2.3
2.14522.,45.42.453
2.1642.4,45.5341.9
2.13132.,45.45.358
2.22.442.45.525683
2.1692.8,45.45.277
2.144.42,45.44.338
2.1342.1,45.45.164
2.22.436,45.526148
2.152544,45.53641.
2.131732.45.44.530
2.162.61,45.526896
2.153736,45.45.72.
2.145.62,45.44.430
2.12744.,45.44.2.5
2.139887,45.44.32.
2.1312.5,45.45.666
2.199362.45.45.42.
2.174378,45.527737
2.127295,45.44.740
2.168226,45.532.59
2.17232.,45.532740
2.136759,45.44.880
2.22.337,45.528664
2.173161,45.522143
2.143.55,45.42.713
2.127793,45.44.129
2.15222.,45.44.211
2.145238,45.43.256
2.152869,45.44.2.7
2.22.2.6,45.526547
2.154292,45.45.653
2.157822.45.44.22.
2.142.36,45.43.82.
2.1841.7,45.537880
2.142.45.45.5241.4
2.131774,45.44.452
2.22.177,45.5243.4
2.126844,45.44.675
2.14232.,45.45.184
2.187669,45.45.163
2.143.29,45.523298
2.176713,45.532.51
2.112542,45.45.539
2.115544,45.45.620
2.156342.45.45.697
2.1732.6,45.53322.
2.174363,45.522.2.
2.195212,45.45.930
2.175833,45.52382.
2.129662,45.45.263
2.143.42,45.521328
2.1282.5,45.42.889
2.142975,45.522.50
2.132754,45.45.22.
2.172.22,45.45.939
2.153742.45.45.835
2.142.87,45.521664
2.145.82,45.44.545
2.139278,45.45.718
2.1682.9,45.529977
2.156793,45.522.38
2.1843.6,45.523764
2.159391,45.45.295
2.155993,45.43.44.
2.143.86,45.44.43.
2.172.82.45.522.97
2.12842.,45.45.816
2.152866,45.44.570
2.182.17,45.522.2.
2.19522.,45.45.2.0
2.17545.,45.53532.
2.165872.45.43.2.8
2.131382.45.45.560
2.1441.7,45.45.941
2.14441.,45.45.948
2.165731,45.45.92.
2.16582.,45.45.12.
2.143.2.,45.44.525
2.162.83,45.535978
2.167339,45.43.42.
2.163183,45.533677
2.141561,45.43.579
2.125982.45.43.647
2.22.92.,45.524295
2.118635,45.45.558
2.145.29,45.45.159
2.16944.,45.45.838
2.172743,45.521777
2.162.27,45.45.326
