lng,lat
2.069,42.43
2.069,42.46
2.069,42.49
2.069,42.5
2.069,42.51
2.069,42.52
2.069,42.64
2.069,42.66
2.069,42.71
2.07,42.14
2.07,42.2
2.07,42.22
2.07,42.23
2.07,42.24
2.07,42.25
2.07,42.26
2.07,42.27
2.07,42.3
2.07,42.41
2.07,42.5
2.07,42.52
2.07,42.64
2.07,42.65
2.07,42.66
2.07,42.71
2.071,42.12
2.071,42.13
2.071,42.15
2.071,42.16
2.071,42.19
2.071,42.2
2.071,42.21
2.071,42.22
2.071,42.24
2.071,42.25
2.071,42.26
2.071,42.27
2.071,42.28
2.071,42.29
2.071,42.3
2.071,42.31
2.071,42.5
2.071,42.51
2.071,42.64
2.071,42.65
2.071,42.67
2.071,42.7
2.071,42.71
2.072,42.11
2.072,42.12
2.072,42.13
2.072,42.14
2.072,42.15
2.072,42.17
2.072,42.18
2.072,42.19
2.072,42.2
2.072,42.21
2.072,42.23
2.072,42.24
2.072,42.25
2.072,42.26
2.072,42.27
2.072,42.29
2.072,42.3
2.072,42.31
2.072,42.32
2.072,42.43
2.072,42.44
2.072,42.45
2.072,42.46
2.072,42.47
2.072,42.49
2.072,42.51
2.072,42.52
2.072,42.7
2.072,42.71
2.073,42.13
2.073,42.14
2.073,42.15
2.073,42.16
2.073,42.17
2.073,42.21
2.073,42.23
2.073,42.25
2.073,42.26
2.073,42.27
2.073,42.28
2.073,42.3
2.073,42.31
2.073,42.32
2.073,42.43
2.073,42.45
2.073,42.46
2.073,42.48
2.073,42.49
2.073,42.5
2.073,42.52
2.073,42.53
2.073,42.71
2.074,42.14
2.074,42.15
2.074,42.16
2.074,42.17
2.074,42.18
2.074,42.24
2.074,42.25
2.074,42.26
2.074,42.27
2.074,42.28
2.074,42.29
2.074,42.3
2.074,42.33
2.074,42.43
2.074,42.44
2.074,42.48
2.074,42.49
2.074,42.7
2.074,42.71
2.075,42.15
2.075,42.17
2.075,42.18
2.075,42.24
2.075,42.27
2.075,42.28
2.075,42.29
2.075,42.33
2.075,42.34
2.075,42.36
2.075,42.43
2.075,42.44
2.075,42.49
2.075,42.52
2.075,42.69
2.075,42.7
2.076,42.15
2.076,42.17
2.076,42.18
2.076,42.26
2.076,42.28
2.076,42.29
2.076,42.3
2.076,42.31
2.076,42.34
2.076,42.35
2.076,42.36
2.076,42.47
2.076,42.48
2.076,42.5
2.076,42.7
2.077,42.13
2.077,42.14
2.077,42.15
2.077,42.16
2.077,42.17
2.077,42.23
2.077,42.34
2.077,42.35
2.077,42.36
2.077,42.45
2.077,42.7
2.078,42.13
2.078,42.14
2.078,42.15
2.078,42.16
2.078,42.17
2.078,42.24
2.078,42.29
2.078,42.3
2.078,42.34
2.078,42.36
2.078,42.38
2.078,42.5
2.078,42.58
2.078,42.7
2.079,42.16
2.079,42.17
2.079,42.18
2.079,42.19
2.079,42.24
2.079,42.25
2.079,42.29
2.079,42.3
2.079,42.38
2.079,42.39
2.079,42.7
2.079,42.71
2.08,42.18
2.08,42.19
2.08,42.2
2.08,42.27
2.08,42.29
2.08,42.38
2.08,42.39
2.08,42.46
2.08,42.64
2.08,42.67
2.08,42.71
2.081,42.19
2.081,42.2
2.081,42.24
2.081,42.27
2.081,42.29
2.081,42.31
2.081,42.34
2.081,42.68
2.081,42.71
2.082,42.17
2.082,42.18
2.082,42.19
2.082,42.2
2.082,42.24
2.082,42.26
2.082,42.27
2.082,42.28
2.082,42.29
2.082,42.31
2.082,42.33
2.082,42.34
2.082,42.36
2.082,42.37
2.082,42.42
2.082,42.68
2.082,42.69
2.082,42.7
2.082,42.71
2.083,42.17
2.083,42.18
2.083,42.19
2.083,42.2
2.083,42.21
2.083,42.23
2.083,42.25
2.083,42.26
2.083,42.31
2.083,42.33
2.083,42.34
2.083,42.37
2.083,42.38
2.083,42.4
2.083,42.42
2.083,42.69
2.083,42.7
2.083,42.71
2.084,42.2
2.084,42.21
2.084,42.22
2.084,42.25
2.084,42.32
2.084,42.35
2.084,42.38
2.084,42.42
2.084,42.7
2.084,42.71
2.085,42.2
2.085,42.21
2.085,42.22
2.085,42.32
2.085,42.33
2.085,42.34
2.085,42.35
2.085,42.36
2.085,42.37
2.085,42.38
2.085,42.39
2.085,42.45
2.085,42.69
2.085,42.7
2.086,42.19
2.086,42.2
2.086,42.21
2.086,42.22
2.086,42.24
2.086,42.26
2.086,42.31
2.086,42.32
2.086,42.34
2.086,42.35
2.086,42.36
2.086,42.37
2.086,42.38
2.086,42.7
2.087,42.19
2.087,42.2
2.087,42.21
2.087,42.22
2.087,42.24
2.087,42.26
2.087,42.34
2.087,42.37
2.087,42.38
2.087,42.42
2.087,42.43
2.087,42.69
2.087,42.7
2.087,42.71
2.088,42.2
2.088,42.21
2.088,42.22
2.088,42.23
2.088,42.24
2.088,42.25
2.088,42.26
2.088,42.37
2.088,42.38
2.088,42.39
2.088,42.41
2.088,42.43
2.088,42.45
2.088,42.64
2.088,42.65
2.088,42.67
2.088,42.68
2.088,42.69
2.088,42.7
2.089,42.21
2.089,42.22
2.089,42.23
2.089,42.24
2.089,42.25
2.089,42.26
2.089,42.38
2.089,42.45
2.089,42.46
2.089,42.48
2.089,42.64
2.089,42.65
2.089,42.66
2.089,42.68
2.089,42.69
2.089,42.7
2.09,42.05
2.09,42.06
2.09,42.07
2.09,42.08
2.09,42.09
2.09,42.1
2.09,42.11
2.09,42.12
2.09,42.13
2.09,42.14
2.09,42.15
2.09,42.22
2.09,42.23
2.09,42.24
2.09,42.25
2.09,42.26
2.09,42.27
2.09,42.28
2.09,42.29
2.09,42.3
2.09,42.31
2.09,42.32
2.09,42.44
2.09,42.45
2.09,42.46
2.09,42.48
2.09,42.59
2.09,42.6
2.09,42.61
2.09,42.67
2.09,42.68
2.09,42.69
2.09,42.7
2.091,42.14
2.091,42.15
2.091,42.16
2.091,42.2
2.091,42.22
2.091,42.23
2.091,42.24
2.091,42.25
2.091,42.26
2.091,42.27
2.091,42.28
2.091,42.29
2.091,42.3
2.091,42.31
2.091,42.34
2.091,42.49
2.091,42.59
2.091,42.67
2.091,42.68
2.091,42.69
2.091,42.7
2.092,42.06
2.092,42.13
2.092,42.14
2.092,42.15
2.092,42.16
2.092,42.17
2.092,42.18
2.092,42.19
2.092,42.2
2.092,42.22
2.092,42.23
2.092,42.24
2.092,42.25
2.092,42.26
2.092,42.27
2.092,42.28
2.092,42.29
2.092,42.3
2.092,42.34
2.092,42.46
2.092,42.47
2.092,42.49
2.092,42.5
2.092,42.51
2.092,42.67
2.093,42.07
2.093,42.14
2.093,42.15
2.093,42.16
2.093,42.17
2.093,42.18
2.093,42.19
2.093,42.2
2.093,42.21
2.093,42.23
2.093,42.24
2.093,42.25
2.093,42.29
2.093,42.3
2.093,42.31
2.093,42.36
2.093,42.46
2.093,42.47
2.093,42.48
2.093,42.49
2.093,42.51
2.093,42.64
2.093,42.65
2.093,42.68
2.093,42.69
2.093,42.7
2.094,42.06
2.094,42.13
2.094,42.14
2.094,42.15
2.094,42.16
2.094,42.17
2.094,42.18
2.094,42.19
2.094,42.2
2.094,42.21
2.094,42.23
2.094,42.24
2.094,42.25
2.094,42.29
2.094,42.3
2.094,42.31
2.094,42.36
2.094,42.46
2.094,42.49
2.094,42.5
2.094,42.69
2.094,42.7
2.095,42.1
2.095,42.14
2.095,42.15
2.095,42.16
2.095,42.17
2.095,42.18
2.095,42.19
2.095,42.2
2.095,42.21
2.095,42.24
2.095,42.25
2.095,42.31
2.095,42.32
2.095,42.38
2.095,42.52
2.095,42.53
2.095,42.68
2.095,42.69
2.095,42.7
2.095,42.71
2.096,42.05
2.096,42.07
2.096,42.1
2.096,42.11
2.096,42.13
2.096,42.14
2.096,42.15
2.096,42.16
2.096,42.17
2.096,42.18
2.096,42.19
2.096,42.2
2.096,42.21
2.096,42.22
2.096,42.23
2.096,42.24
2.096,42.25
2.096,42.32
2.096,42.33
2.096,42.34
2.096,42.51
2.096,42.52
2.096,42.53
2.096,42.61
2.096,42.67
2.096,42.68
2.096,42.69
2.096,42.7
2.097,42.09
2.097,42.1
2.097,42.11
2.097,42.12
2.097,42.13
2.097,42.14
2.097,42.15
2.097,42.16
2.097,42.17
2.097,42.18
2.097,42.19
2.097,42.2
2.097,42.21
2.097,42.22
2.097,42.23
2.097,42.24
2.097,42.25
2.097,42.26
2.097,42.28
2.097,42.29
2.097,42.33
2.097,42.35
2.097,42.6
2.097,42.61
2.097,42.62
2.097,42.65
2.097,42.66
2.097,42.67
2.097,42.68
2.097,42.69
2.097,42.7
2.097,42.71
2.098,42.09
2.098,42.1
2.098,42.14
2.098,42.15
2.098,42.16
2.098,42.17
2.098,42.18
2.098,42.19
2.098,42.2
2.098,42.21
2.098,42.22
2.098,42.23
2.098,42.24
2.098,42.25
2.098,42.26
2.098,42.27
2.098,42.29
2.098,42.3
2.098,42.59
2.098,42.6
2.098,42.61
2.098,42.62
2.098,42.63
2.098,42.65
2.098,42.66
2.098,42.67
2.098,42.68
2.098,42.7
2.098,42.71
2.098,42.72
2.098,42.74
2.099,42.1
2.099,42.14
2.099,42.15
2.099,42.16
2.099,42.17
2.099,42.18
2.099,42.19
2.099,42.2
2.099,42.21
2.099,42.22
2.099,42.23
2.099,42.24
2.099,42.25
2.099,42.26
2.099,42.27
2.099,42.29
2.099,42.3
2.099,42.41
2.099,42.42
2.099,42.6
2.099,42.61
2.099,42.62
2.099,42.63
2.099,42.66
2.099,42.67
2.099,42.68
2.099,42.69
2.099,42.7
2.099,42.71
2.099,42.72
2.099,42.74
2.099,42.75
2.1,42.1
2.1,42.11
2.1,42.12
2.1,42.13
2.1,42.15
2.1,42.16
2.1,42.17
2.1,42.18
2.1,42.19
2.1,42.2
2.1,42.21
2.1,42.22
2.1,42.23
2.1,42.24
2.1,42.25
2.1,42.26
2.1,42.27
2.1,42.28
2.1,42.29
2.1,42.3
2.1,42.31
2.1,42.41
2.1,42.42
2.1,42.61
2.1,42.62
2.1,42.63
2.1,42.64
2.1,42.65
2.1,42.67
2.1,42.68
2.1,42.69
2.1,42.7
2.1,42.71
2.1,42.72
2.1,42.73
2.1,42.74
2.1,42.75
2.101,42.12
2.101,42.13
2.101,42.17
2.101,42.18
2.101,42.23
2.101,42.24
2.101,42.25
2.101,42.26
2.101,42.27
2.101,42.28
2.101,42.29
2.101,42.31
2.101,42.61
2.101,42.62
2.101,42.63
2.101,42.64
2.101,42.66
2.101,42.67
2.101,42.68
2.101,42.71
2.101,42.72
2.101,42.75
2.102,42.12
2.102,42.15
2.102,42.18
2.102,42.23
2.102,42.24
2.102,42.25
2.102,42.26
2.102,42.27
2.102,42.28
2.102,42.29
2.102,42.3
2.102,42.64
2.102,42.66
2.102,42.67
2.102,42.68
2.102,42.69
2.102,42.7
2.102,42.71
2.102,42.72
2.103,42.12
2.103,42.16
2.103,42.17
2.103,42.18
2.103,42.23
2.103,42.24
2.103,42.29
2.103,42.3
2.103,42.31
2.103,42.32
2.103,42.61
2.103,42.62
2.103,42.65
2.103,42.66
2.103,42.69
2.103,42.7
2.103,42.71
2.103,42.72
2.104,42.15
2.104,42.16
2.104,42.17
2.104,42.18
2.104,42.23
2.104,42.29
2.104,42.3
2.104,42.31
2.104,42.32
2.104,42.33
2.104,42.34
2.104,42.35
2.104,42.36
2.104,42.61
2.104,42.69
2.104,42.7
2.104,42.71
2.104,42.72
2.104,42.73
2.105,42.15
2.105,42.16
2.105,42.17
2.105,42.19
2.105,42.2
2.105,42.21
2.105,42.22
2.105,42.23
2.105,42.31
2.105,42.32
2.105,42.33
2.105,42.35
2.105,42.36
2.105,42.61
2.105,42.62
2.105,42.67
2.105,42.68
2.105,42.69
2.105,42.71
2.105,42.72
2.105,42.73
2.105,42.74
2.105,42.76
2.106,42.16
2.106,42.17
2.106,42.18
2.106,42.2
2.106,42.22
2.106,42.23
2.106,42.31
2.106,42.32
2.106,42.33
2.106,42.34
2.106,42.35
2.106,42.36
2.106,42.37
2.106,42.62
2.106,42.63
2.106,42.68
2.106,42.69
2.106,42.7
2.106,42.71
2.106,42.72
2.106,42.73
2.106,42.74
2.106,42.75
2.107,42.15
2.107,42.16
2.107,42.17
2.107,42.18
2.107,42.2
2.107,42.22
2.107,42.23
2.107,42.24
2.107,42.31
2.107,42.32
2.107,42.34
2.107,42.35
2.107,42.38
2.107,42.39
2.107,42.62
2.107,42.63
2.107,42.68
2.107,42.69
2.107,42.71
2.107,42.74
2.107,42.75
2.107,42.76
2.107,42.77
2.108,42.14
2.108,42.15
2.108,42.16
2.108,42.17
2.108,42.19
2.108,42.2
2.108,42.21
2.108,42.23
2.108,42.27
2.108,42.35
2.108,42.37
2.108,42.38
2.108,42.39
2.108,42.41
2.108,42.42
2.108,42.43
2.108,42.62
2.108,42.63
2.108,42.67
2.108,42.68
2.108,42.7
2.108,42.76
2.109,42.16
2.109,42.17
2.109,42.2
2.109,42.21
2.109,42.31
2.109,42.37
2.109,42.42
2.109,42.43
2.109,42.54
2.109,42.67
2.109,42.68
2.109,42.69
2.109,42.7
2.109,42.71
2.109,42.72
2.109,42.73
2.109,42.75
2.109,42.76
2.11,42.13
2.11,42.14
2.11,42.15
2.11,42.16
2.11,42.22
2.11,42.43
2.11,42.55
2.11,42.6
2.11,42.68
2.11,42.69
2.11,42.73
2.11,42.74
2.11,42.77
2.11,42.79
2.11,42.8
2.11,42.81
2.111,42.13
2.111,42.14
2.111,42.15
2.111,42.2
2.111,42.24
2.111,42.25
2.111,42.28
2.111,42.3
2.111,42.31
2.111,42.32
2.111,42.55
2.111,42.6
2.111,42.7
2.111,42.71
2.111,42.72
2.111,42.73
2.111,42.74
2.111,42.75
2.111,42.76
2.111,42.77
2.111,42.78
2.111,42.79
2.111,42.8
2.111,42.81
2.112,42.09
2.112,42.1
2.112,42.11
2.112,42.12
2.112,42.13
2.112,42.14
2.112,42.15
2.112,42.25
2.112,42.31
2.112,42.32
2.112,42.48
2.112,42.63
2.112,42.64
2.112,42.68
2.112,42.7
2.112,42.71
2.112,42.76
2.112,42.77
2.112,42.78
2.112,42.79
2.112,42.8
2.112,42.81
2.112,42.83
2.113,42.1
2.113,42.11
2.113,42.12
2.113,42.13
2.113,42.15
2.113,42.16
2.113,42.17
2.113,42.18
2.113,42.22
2.113,42.29
2.113,42.3
2.113,42.31
2.113,42.32
2.113,42.33
2.113,42.49
2.113,42.62
2.113,42.68
2.113,42.71
2.113,42.75
2.113,42.76
2.113,42.77
2.113,42.78
2.113,42.8
2.114,42.07
2.114,42.08
2.114,42.12
2.114,42.13
2.114,42.17
2.114,42.27
2.114,42.31
2.114,42.33
2.114,42.35
2.114,42.36
2.114,42.37
2.114,42.49
2.114,42.74
2.114,42.75
2.114,42.76
2.114,42.77
2.114,42.78
2.114,42.8
2.115,42.04
2.115,42.05
2.115,42.06
2.115,42.09
2.115,42.13
2.115,42.14
2.115,42.2
2.115,42.35
2.115,42.36
2.115,42.37
2.115,42.55
2.115,42.6
2.115,42.67
2.115,42.68
2.115,42.73
2.115,42.74
2.115,42.75
2.115,42.76
2.115,42.78
2.115,42.79
2.115,42.8
2.115,42.81
2.116,42.04
2.116,42.05
2.116,42.06
2.116,42.07
2.116,42.08
2.116,42.13
2.116,42.14
2.116,42.15
2.116,42.18
2.116,42.19
2.116,42.2
2.116,42.21
2.116,42.25
2.116,42.5
2.116,42.6
2.116,42.64
2.116,42.69
2.116,42.7
2.116,42.71
2.116,42.73
2.116,42.74
2.116,42.75
2.116,42.78
2.116,42.79
2.116,42.8
2.116,42.82
2.117,42.03
2.117,42.04
2.117,42.05
2.117,42.08
2.117,42.1
2.117,42.16
2.117,42.17
2.117,42.18
2.117,42.19
2.117,42.49
2.117,42.5
2.117,42.51
2.117,42.6
2.117,42.64
2.117,42.71
2.117,42.72
2.117,42.74
2.117,42.78
2.117,42.79
2.117,42.8
2.117,42.81
2.117,42.82
2.117,42.83
2.118,42.04
2.118,42.05
2.118,42.06
2.118,42.13
2.118,42.2
2.118,42.21
2.118,42.22
2.118,42.23
2.118,42.33
2.118,42.34
2.118,42.52
2.118,42.53
2.118,42.58
2.118,42.59
2.118,42.65
2.118,42.66
2.118,42.67
2.118,42.72
2.118,42.73
2.118,42.74
2.118,42.77
2.118,42.78
2.118,42.8
2.118,42.81
2.118,42.82
2.119,42.04
2.119,42.05
2.119,42.18
2.119,42.19
2.119,42.21
2.119,42.22
2.119,42.23
2.119,42.24
2.119,42.29
2.119,42.3
2.119,42.33
2.119,42.34
2.119,42.52
2.119,42.58
2.119,42.71
2.119,42.72
2.119,42.73
2.119,42.78
2.119,42.79
2.12,42.04
2.12,42.05
2.12,42.06
2.12,42.19
2.12,42.2
2.12,42.22
2.12,42.23
2.12,42.29
2.12,42.3
2.12,42.32
2.12,42.57
2.12,42.58
2.12,42.59
2.12,42.7
2.12,42.71
2.12,42.76
2.12,42.77
2.12,42.79
2.12,42.8
2.12,42.82
2.121,42.09
2.121,42.1
2.121,42.22
2.121,42.24
2.121,42.25
2.121,42.3
2.121,42.31
2.121,42.32
2.121,42.5
2.121,42.55
2.121,42.56
2.121,42.57
2.121,42.73
2.121,42.79
2.121,42.8
2.121,42.81
2.121,42.82
2.121,42.83
2.121,42.84
2.122,42.23
2.122,42.24
2.122,42.52
2.122,42.55
2.122,42.66
2.122,42.76
2.122,42.78
2.122,42.79
2.122,42.8
2.122,42.82
2.122,42.83
2.122,42.84
2.123,42.03
2.123,42.09
2.123,42.23
2.123,42.24
2.123,42.52
2.123,42.63
2.123,42.64
2.123,42.65
2.123,42.68
2.123,42.69
2.123,42.74
2.123,42.75
2.123,42.76
2.123,42.77
2.123,42.8
2.123,42.81
2.123,42.82
2.123,42.83
2.124,42.03
2.124,42.08
2.124,42.52
2.124,42.53
2.124,42.54
2.124,42.6
2.124,42.68
2.124,42.72
2.124,42.77
2.124,42.8
2.124,42.81
2.124,42.82
2.124,42.83
2.125,42.08
2.125,42.21
2.125,42.52
2.125,42.53
2.125,42.57
2.125,42.58
2.125,42.62
2.125,42.65
2.125,42.66
2.125,42.72
2.125,42.75
2.125,42.78
2.125,42.79
2.125,42.8
2.125,42.81
2.125,42.82
